YEAR,COUNTRY_CODE,COUNTRY,CATEGORY_CODE,CATEGORY,PARENT,VALUE,UNIT,FOOTNOTES
2014,4,Croatia,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0903,Post-secondary non-tertiary education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0903,Post-secondary non-tertiary education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0903,Post-secondary non-tertiary education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0903,Post-secondary non-tertiary education,GF09,0.5,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0903,Post-secondary non-tertiary education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0903,Post-secondary non-tertiary education,GF09,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0904,Tertiary education,GF09,0.9,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0904,Tertiary education,GF09,0.9,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0904,Tertiary education,GF09,0.9,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0904,Tertiary education,GF09,1.7,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0904,Tertiary education,GF09,0.9,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0904,Tertiary education,GF09,1.3,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0904,Tertiary education,GF09,1.0,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0904,Tertiary education,GF09,0.9,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0904,Tertiary education,GF09,0.6,Percentage of gross domestic product (GDP),
2014,10,France,GF0904,Tertiary education,GF09,0.6,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0904,Tertiary education,GF09,1.1,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0904,Tertiary education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0904,Tertiary education,GF09,1.0,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0904,Tertiary education,GF09,0.9,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0904,Tertiary education,GF09,1.2,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0904,Tertiary education,GF09,0.5,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0904,Tertiary education,GF09,1.0,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0904,Tertiary education,GF09,1.0,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0904,Tertiary education,GF09,1.4,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0904,Tertiary education,GF09,0.8,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0904,Tertiary education,GF09,1.5,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0904,Tertiary education,GF09,1.0,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0904,Tertiary education,GF09,0.6,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0904,Tertiary education,GF09,1.2,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0904,Tertiary education,GF09,0.6,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0904,Tertiary education,GF09,2.0,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0904,Tertiary education,GF09,1.2,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0904,Tertiary education,GF09,0.5,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0904,Tertiary education,GF09,1.6,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0904,Tertiary education,GF09,1.1,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0904,Tertiary education,GF09,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0905,Education not definable by level,GF09,0.5,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0905,Education not definable by level,GF09,0.0,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0905,Education not definable by level,GF09,0.2,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0905,Education not definable by level,GF09,0.0,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,10,France,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0905,Education not definable by level,GF09,0.0,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0905,Education not definable by level,GF09,0.5,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0905,Education not definable by level,GF09,0.2,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0905,Education not definable by level,GF09,0.0,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0905,Education not definable by level,GF09,0.0,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0905,Education not definable by level,GF09,0.2,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0905,Education not definable by level,GF09,0.2,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0905,Education not definable by level,GF09,0.5,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0905,Education not definable by level,GF09,0.2,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0905,Education not definable by level,GF09,0.3,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0905,Education not definable by level,GF09,0.1,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0905,Education not definable by level,GF09,0.4,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0905,Education not definable by level,GF09,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0906,Subsidiary services to education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,10,France,GF0906,Subsidiary services to education,GF09,0.7,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0906,Subsidiary services to education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0906,Subsidiary services to education,GF09,0.3,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0906,Subsidiary services to education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0906,Subsidiary services to education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0906,Subsidiary services to education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0906,Subsidiary services to education,GF09,0.3,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0906,Subsidiary services to education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0906,Subsidiary services to education,GF09,0.3,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0906,Subsidiary services to education,GF09,0.5,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0906,Subsidiary services to education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0906,Subsidiary services to education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0906,Subsidiary services to education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0906,Subsidiary services to education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0906,Subsidiary services to education,GF09,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0907,R&D Education,GF09,0.8,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0907,R&D Education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0907,R&D Education,GF09,0.2,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0907,R&D Education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,10,France,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0907,R&D Education,GF09,0.5,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0907,R&D Education,GF09,0.3,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0907,R&D Education,GF09,0.1,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0907,R&D Education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0907,R&D Education,GF09,0.4,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0907,R&D Education,GF09,0.0,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0907,R&D Education,GF09,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0908,Education n.e.c.,GF09,0.2,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0908,Education n.e.c.,GF09,0.0,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0908,Education n.e.c.,GF09,0.2,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,10,France,GF0908,Education n.e.c.,GF09,0.0,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0908,Education n.e.c.,GF09,0.2,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0908,Education n.e.c.,GF09,0.2,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0908,Education n.e.c.,GF09,0.5,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0908,Education n.e.c.,GF09,0.4,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0908,Education n.e.c.,GF09,0.3,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0908,Education n.e.c.,GF09,0.5,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0908,Education n.e.c.,GF09,0.4,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0908,Education n.e.c.,GF09,0.3,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0908,Education n.e.c.,GF09,0.4,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0908,Education n.e.c.,GF09,0.3,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0908,Education n.e.c.,GF09,0.1,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0908,Education n.e.c.,GF09,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF10,Social protection,,19.9,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF10,Social protection,,13.4,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF10,Social protection,,13.1,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF10,Social protection,,24.0,Percentage of gross domestic product (GDP),
2014,11,Germany,GF10,Social protection,,18.8,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF10,Social protection,,12.0,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF10,Social protection,,12.6,Percentage of gross domestic product (GDP),
2014,12,Greece,GF10,Social protection,,20.1,Percentage of gross domestic product (GDP),
2014,28,Spain,GF10,Social protection,,17.7,Percentage of gross domestic product (GDP),
2014,10,France,GF10,Social protection,,24.7,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF10,Social protection,,15.9,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF10,Social protection,,21.3,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF10,Social protection,,12.1,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF10,Social protection,,11.5,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF10,Social protection,,11.4,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF10,Social protection,,18.7,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF10,Social protection,,15.4,Percentage of gross domestic product (GDP),
2014,20,Malta,GF10,Social protection,,13.2,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF10,Social protection,,16.9,Percentage of gross domestic product (GDP),
2014,1,Austria,GF10,Social protection,,21.6,Percentage of gross domestic product (GDP),
2014,23,Poland,GF10,Social protection,,16.1,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF10,Social protection,,18.8,Percentage of gross domestic product (GDP),
2014,25,Romania,GF10,Social protection,,11.4,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF10,Social protection,,17.9,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF10,Social protection,,15.0,Percentage of gross domestic product (GDP),
2014,9,Finland,GF10,Social protection,,25.4,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF10,Social protection,,21.2,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF10,Social protection,,16.5,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF10,Social protection,,10.2,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF10,Social protection,,18.2,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF10,Social protection,,13.3,Percentage of gross domestic product (GDP),p
2014,2,Belgium,GF1001,Sickness and disability,GF10,3.1,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF1001,Sickness and disability,GF10,0.3,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF1001,Sickness and disability,GF10,2.2,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF1001,Sickness and disability,GF10,4.9,Percentage of gross domestic product (GDP),
2014,11,Germany,GF1001,Sickness and disability,GF10,3.0,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF1001,Sickness and disability,GF10,2.0,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF1001,Sickness and disability,GF10,2.1,Percentage of gross domestic product (GDP),
2014,12,Greece,GF1001,Sickness and disability,GF10,1.6,Percentage of gross domestic product (GDP),
2014,28,Spain,GF1001,Sickness and disability,GF10,2.4,Percentage of gross domestic product (GDP),
2014,10,France,GF1001,Sickness and disability,GF10,2.8,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF1001,Sickness and disability,GF10,5.0,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF1001,Sickness and disability,GF10,1.9,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF1001,Sickness and disability,GF10,0.5,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF1001,Sickness and disability,GF10,1.9,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF1001,Sickness and disability,GF10,2.8,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF1001,Sickness and disability,GF10,1.7,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF1001,Sickness and disability,GF10,3.2,Percentage of gross domestic product (GDP),
2014,20,Malta,GF1001,Sickness and disability,GF10,1.3,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF1001,Sickness and disability,GF10,4.7,Percentage of gross domestic product (GDP),
2014,1,Austria,GF1001,Sickness and disability,GF10,2.0,Percentage of gross domestic product (GDP),
2014,23,Poland,GF1001,Sickness and disability,GF10,2.6,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF1001,Sickness and disability,GF10,1.3,Percentage of gross domestic product (GDP),
2014,25,Romania,GF1001,Sickness and disability,GF10,0.9,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF1001,Sickness and disability,GF10,2.3,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF1001,Sickness and disability,GF10,2.4,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF1001,Sickness and disability,GF10,4.7,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF1001,Sickness and disability,GF10,4.5,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF1001,Sickness and disability,GF10,2.5,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF1001,Sickness and disability,GF10,3.0,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF1001,Sickness and disability,GF10,6.2,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF1001,Sickness and disability,GF10,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF1002,Old age,GF10,9.0,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF1002,Old age,GF10,10.0,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF1002,Old age,GF10,7.9,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF1002,Old age,GF10,8.3,Percentage of gross domestic product (GDP),
2014,11,Germany,GF1002,Old age,GF10,9.1,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF1002,Old age,GF10,6.8,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF1002,Old age,GF10,3.0,Percentage of gross domestic product (GDP),
2014,12,Greece,GF1002,Old age,GF10,15.3,Percentage of gross domestic product (GDP),
2014,28,Spain,GF1002,Old age,GF10,9.2,Percentage of gross domestic product (GDP),
2014,10,France,GF1002,Old age,GF10,13.6,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF1002,Old age,GF10,7.0,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF1002,Old age,GF10,13.8,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF1002,Old age,GF10,5.7,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF1002,Old age,GF10,7.3,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF1002,Old age,GF10,6.1,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF1002,Old age,GF10,10.2,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF1002,Old age,GF10,7.4,Percentage of gross domestic product (GDP),
2014,20,Malta,GF1002,Old age,GF10,7.7,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF1002,Old age,GF10,6.8,Percentage of gross domestic product (GDP),
2014,1,Austria,GF1002,Old age,GF10,13.1,Percentage of gross domestic product (GDP),
2014,23,Poland,GF1002,Old age,GF10,9.2,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF1002,Old age,GF10,12.5,Percentage of gross domestic product (GDP),
2014,25,Romania,GF1002,Old age,GF10,8.7,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF1002,Old age,GF10,10.1,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF1002,Old age,GF10,7.4,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF1002,Old age,GF10,12.1,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF1002,Old age,GF10,10.9,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF1002,Old age,GF10,8.9,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF1002,Old age,GF10,2.6,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF1002,Old age,GF10,6.5,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF1002,Old age,GF10,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF1003,Survivors,GF10,1.8,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF1003,Survivors,GF10,:,Percentage of gross domestic product (GDP),z
2014,6,Czech Republic,GF1003,Survivors,GF10,0.6,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF1003,Survivors,GF10,0.0,Percentage of gross domestic product (GDP),
2014,11,Germany,GF1003,Survivors,GF10,1.8,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF1003,Survivors,GF10,0.1,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF1003,Survivors,GF10,0.8,Percentage of gross domestic product (GDP),
2014,12,Greece,GF1003,Survivors,GF10,1.6,Percentage of gross domestic product (GDP),
2014,28,Spain,GF1003,Survivors,GF10,2.4,Percentage of gross domestic product (GDP),
2014,10,France,GF1003,Survivors,GF10,1.6,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF1003,Survivors,GF10,1.4,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF1003,Survivors,GF10,2.8,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF1003,Survivors,GF10,1.4,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF1003,Survivors,GF10,0.2,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF1003,Survivors,GF10,0.3,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF1003,Survivors,GF10,0.0,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF1003,Survivors,GF10,1.2,Percentage of gross domestic product (GDP),
2014,20,Malta,GF1003,Survivors,GF10,1.6,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF1003,Survivors,GF10,0.1,Percentage of gross domestic product (GDP),
2014,1,Austria,GF1003,Survivors,GF10,1.5,Percentage of gross domestic product (GDP),
2014,23,Poland,GF1003,Survivors,GF10,1.8,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF1003,Survivors,GF10,1.8,Percentage of gross domestic product (GDP),
2014,25,Romania,GF1003,Survivors,GF10,0.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF1003,Survivors,GF10,1.5,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF1003,Survivors,GF10,0.9,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF1003,Survivors,GF10,0.8,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF1003,Survivors,GF10,0.3,Percentage of gross domestic product (GDP),
